gene	13-IC	13-N	16-M	16-N	1-IC	1-N	1-IF	20-IC	20-M	20-IF	22-IC	22-N	22-IF	23-N	26-M	26-IF	28-M	28-N	2-IC	44-IC	44-M	44-N	44-IF	47-IC	47-N	47-IF	54-IC	54-N	54-IF	56-IC	56-M	56-N	56-IF	58-IC	58-N	58-IF	59-IC	59-N	59-IF	61-IC	61-IF	63-IC	63-N	63-IF	64-IC	64-M-2	64-M	64-N	64-IF	65-IC	65-N	65-IF	69-M	69-N	69-IF	6-IC	6-N	6-IF
ENSG00000081307	4.778209	4.663345	4.41684	4.051372	4.532317	3.709291	5.164304	4.738227	4.644433	4.639811	4.228049	3.737687	4.697107	4.32625	4.670727	3.803227	4.718088	4.757557	5.539469	4.663345	4.925525	4.223423	4.665052	6.075319	4.91934	5.813012	5.116032	4.604071	4.69265	4.807355	4.059182	4.121844	4.22265	4.379205	3.941106	4.520422	5.128458	5.051807	5.185867	4.68538	4.944858	5.31687	4.533563	5.109778	5.419876	4.900142	4.940167	4.767655	5.051372	5.375039	5.102238	5.433293	4.974529	4.557655	5.32553	5.288728	4.634593	5.460415
ENSG00000101265	1.799087	3.634593	3.192194	2.538538	3.698218	2.695994	3.269033	2.408712	3.485427	2.543496	1.627607	2.70044	3.806324	2.695994	4.341274	1.843984	3.145677	2.773996	1.286881	3.132577	4.507795	2.117695	2.857981	2.678072	1.918386	1.344828	2.782409	3.503349	2.260026	2.735522	2.869871	2.475085	4.240314	1.405992	3.403268	1.292782	2.06695	2.629939	2.877744	2.883621	2.939227	2.784504	2.370164	2.185867	2.207893	3.731183	2.689299	4.084064	2.969012	3.382667	2.536053	3.215679	1.941106	4.747387	2.301588	2.157044	2.691534	2.039138
ENSG00000158014	0	0.042644	0.214125	0.238787	0.298658	0.189034	0.056584	0.097611	0	0.124328	0	0.084064	0	0	0	0.214125	0	0.042644	0	0.111031	0.084064	0.238787	0.275007	0	0	0	0	0.042644	0	0.189034	0.084064	0.124328	0.594549	0.028569	0.111031	0	0	0	0	0	0	0	0.056584	0.084064	0	0	0	0	0	0	0.201634	0	0	0.042644	0	0	0	0.111031
ENSG00000198739	0.028569	0.028569	0.084064	0.632268	0.765535	1.327687	0.176323	0.070389	0	0.464668	0	0.536053	0.097611	0.056584	0.070389	1.618239	0	0.111031	0	0.15056	0.422233	0.028569	0.432959	0.028569	0.111031	0	0.097611	0.214125	0.056584	0.344828	0	0.687061	0.62293	0	0.895303	0.028569	0	0.028569	0	0.042644	0	0	0.333424	0.097611	0	0.432959	0	0.695994	0	0	0.400538	0.042644	0.056584	0.124328	0	0.454176	0.056584	0.056584
ENSG00000157111	2.283922	1.722466	1.659925	1.422233	1.459432	0.871844	0.83996	2.916477	2.435629	2.584963	2.516015	2.650765	2.38405	1.827819	0.641546	1.799087	1.321928	1.400538	2.841973	2.662205	0.333424	1.883621	1.883621	1.903038	2.752749	2.111031	3.563158	2.035624	2.70044	2.223423	0.799087	2.438293	0.713696	3.295723	2.226509	3.538538	2.22033	3.447579	1.978196	1.144046	2.462052	2.283922	1.655352	2.107688	2.648465	2.153805	1.922198	1.104337	3.803227	3.065228	2.035624	2.134221	0.773996	1.646163	1.565597	0.85599	2.438293	0.925999
ENSG00000115008	4.187451	2.861955	5.879216	0.722466	4.344828	1.752749	2.07382	6.032542	4.146492	3.431623	4.212569	4.712596	4.57289	4.634593	1.646163	4.552131	5.147714	4.574102	3.72792	5.690417	0.367371	5.009885	4.335569	4.439623	6.796105	5.356848	4.600508	1.887525	4.436961	5.564073	3.871844	4.560104	2.707083	6.582405	5.999324	5.768978	6.548282	5.89506	6.307429	2.272023	4.354029	7.389567	3.753818	6.424922	5.516961	4.747924	5.509379	0.815575	5.441948	4.32337	6.151981	4.952799	5.741467	6.868637	6.410239	0.739848	3.877744	1.15056
ENSG00000158258	1.084064	0.847997	0.516015	2.214125	2.91265	1.929791	1.077243	0.941106	0.226509	1.695994	0.422233	0.831877	0.263034	1.063503	1.077243	1.438293	0.879706	0.963474	3.075533	1.895303	2.782409	0.83996	1.316146	1.327687	0.516015	0.650765	1.014355	1.448901	0.495695	2.370164	0.333424	1.575312	1.636915	0.028569	1.485427	0.014355	1.443607	1.344828	1.545968	1.280956	0.344828	1.056584	1.565597	0.669027	0.111031	1.169925	0.189034	1.618239	0.176323	0.056584	2.01078	0.084064	0.189034	1.608809	0.238787	1.327687	1.521051	2.176323
ENSG00000156966	0.933573	1.049631	2.324811	1.189034	1.62293	1.042644	1.275007	1.933573	1.655352	1.580145	0.748461	1.704872	1.584963	0.475085	1.956057	0.641546	0.910733	1.411426	1.560715	1.831877	1.15056	1.31034	1.827819	1.914565	2.70044	2.386811	0.485427	1.232661	0.62293	2.056584	2.347666	0.85599	1.744161	1.137504	1.422233	1.367371	1.049631	1.014355	1.815575	1.367371	1.41684	0.356144	0.485427	0.632268	1.250962	1.713696	1.269033	1.389567	1.244887	0.871844	1.070389	0.411426	0.85599	1.117695	1.432959	1.15056	0.871844	1.104337
ENSG00000184709	0.201634	3.522307	0.111031	0.111031	0	0	0	0.641546	0	0	0	0	0	0.214125	0.356144	0.226509	0.124328	4.605257	0	0.176323	0	1.541019	0	0	0	0	0	0	0	0.097611	0	0.124328	0.678072	0	0	0	0.124328	0.238787	0.15056	0	0.454176	0	0.111031	0	0	0	0.367371	0.163499	0	0	0.189034	0	0	0.176323	0	0.124328	0.298658	0.226509
ENSG00000278677	5.764208	3.552131	4.640968	2.763412	4.376429	0.970854	5.283922	4.265287	3.739848	4.14323	4.458776	2.070389	4.31687	3.377124	5.417177	2.411426	5.175525	3.320485	4.695994	5.404971	2.160275	4.025029	5.57289	3.952334	3.049631	3.85997	3.795975	2.790772	3.356144	5.229588	4.496974	2.873813	4.592158	5.302685	2.280956	5.466953	5.007196	4.134221	4.793376	4.651913	5.161888	4.519164	3.965323	5.136684	4.907371	5.403949	4.789729	3.196922	4.555203	4.519793	3.430285	4.524816	5.447579	2.563158	4.620586	2.965323	3.420887	3.255501
ENSG00000150051	0.238787	0.454176	0.400538	0.263034	0.454176	0.344828	0.214125	0.15056	0.070389	0.321928	0.613532	0.411426	1.627607	2.070389	1.070389	0.31034	0.042644	0.669027	0.15056	0.189034	0.765535	0.137504	0.15056	0.042644	0.137504	0	0.111031	1.650765	0.31034	0.056584	0.124328	0.475085	0.443607	0.475085	0.613532	0.831877	0.678072	0.298658	1.372952	0.895303	0.238787	0.263034	1.275007	0.124328	0.687061	0.475085	0.163499	1.22033	0.505891	0.124328	0.378512	0.536053	0.137504	0.31034	0.163499	0.978196	0.238787	0.516015
ENSG00000162441	3.679199	3.547203	3.629939	3.77926	3.476382	3.040892	3.901108	3.722466	3.838952	3.297191	3.367371	3.246408	3.743084	3.830864	4.32553	3.132577	3.731183	3.234195	4.161888	4.083213	3.41819	3.703765	3.8885	3.452859	3.624101	3.028569	3.840967	3.477677	3.559492	4.106851	4.154616	3.477677	3.569248	3.576522	3.063503	3.370164	4.561937	4.015248	4.838952	3.523562	3.9855	4.489928	4.124328	4.682573	3.963474	4.169123	3.890447	4.195348	4.034744	4.214125	3.892391	4.15056	3.759156	3.541019	4.154616	3.718088	3.68818	3.495695
ENSG00000186073	3.044394	2.49057	2.950468	3.349082	2.784504	2.538538	2.526069	2.430285	2.448901	2.608809	1.847997	3.218781	2.550901	3.025029	2.689299	3.261531	2.881665	2.715893	3.836934	2.414136	1.952334	3.092546	2.632268	2.606442	3.15866	2.485427	2.813525	2.673556	3.06695	2.87578	2.608809	3.099295	2.748461	2.920293	2.893362	2.582556	1.910733	3.084064	2.744161	3.759156	2.722466	2.805292	3.516015	2.759156	3.077243	2.372952	3.275007	2.873813	2.908813	3.221877	3.624101	3.035624	2.575312	2.280956	3.340562	3.0054	3.364572	3.250962
ENSG00000143702	4.101818	3.996389	4.684819	3.320485	4.361768	3.300124	4.884598	5.141188	4.067811	4.734439	2.944858	2.771886	3.712596	3.514753	4.58376	3.330558	4.427606	3.385431	5.125982	4.75007	4.592158	3.153805	4.594549	5.059182	2.592158	3.742006	4.695994	3.993674	3.693766	5.135453	5.101818	3.246408	5.123914	4.012569	3.784504	3.867896	4.65019	3.575312	4.576522	3.702658	3.806324	4.106013	3.81455	3.961623	4.422233	5.66249	4.304511	3.91265	3.980939	3.486714	3.31904	3.473787	4.524816	4.089159	3.510962	4.41819	3.38819	3.759156
ENSG00000143622	2.976364	3.757023	3.503349	3.001802	3.606442	2.613532	3.153805	3.969012	3.295723	3.533563	3.095924	3.193772	3.458119	3.587365	3.534809	2.750607	3.847997	3.440952	2.201634	3.679199	3.498251	3.760221	3.129283	5.149341	3.854993	4.80787	3.751678	3.510962	3.405992	3.092546	3.608809	3.111031	3.434295	3.743084	3.107688	3.926948	3.765535	4.493135	4.286142	4.008989	3.41684	4.01614	3.785551	3.885574	3.581351	3.598127	3.549669	3.687061	3.738768	3.852998	3.884598	3.682573	3.035624	4.02148	3.850999	5.16792	4.203201	5.06264
ENSG00000159593	5.962549	4.553361	4.716442	4.972693	5.139551	4.173127	4.853497	5.139142	4.704872	4.93121	3.742006	4.169123	4.108524	4.723559	5.22265	3.826803	4.662775	4.899659	5.375387	5.411765	4.604071	4.336997	5.646739	5.968321	5.095924	5.656782	5.57198	4.8212	5.441284	5.32373	4.8166	4.509696	4.838952	4.783457	4.288359	4.942515	5.603181	4.789208	5.772941	4.942515	4.943453	5.459759	5.048759	5.409391	5.226123	5.239933	5.034304	4.643279	5.116032	4.995937	4.910253	5.270903	5.273143	4.893848	5.768978	5.297925	4.760753	5.31252
ENSG00000244474	2.114367	1.981853	0.594549	2.169925	0.333424	0.722466	0	0	0	0	0.400538	1.169925	0.722466	1.757023	2.548437	1.594549	1.056584	2.211012	0.432959	0	0	2.553361	0	2.664483	2.134221	2.070389	0	0.933573	0	0	0.933573	1.863938	0.584963	3.042644	1.786596	3.047887	0.070389	3.770829	0.263034	0.356144	0.516015	1.077243	1.599318	1.238787	0	0.15056	0	0	0	0	2.477677	0.189034	0	0.443607	0	3.626439	2.831877	3.396434
ENSG00000182175	3.923149	3.311794	1.807355	2.341986	2.965323	3.367371	2.792855	1.757023	1.304511	2.916477	1.111031	3.601697	1.22033	2.615887	3.122673	3.671293	0.879706	3.198494	3.361768	1.438293	2.891419	4.364572	2.032101	1.918386	3.243364	2.41684	1.007196	3.019702	1.063503	1.316146	0.604071	4.207112	2.526069	2.841973	3.300124	3.107688	2.83996	4.165912	2.650765	4.060047	2.827819	1.70044	3.238787	2.007196	2.601697	2.179511	1.843984	2.207893	1.526069	2.835924	3.663345	2.771886	0.505891	2.339137	1.835924	3.1127	4.148121	2.767655
ENSG00000166455	0.111031	0.056584	0	0.613532	0.594549	0.15056	0.137504	0.773996	0.298658	0.687061	0	0.367371	0.189034	0.367371	0.650765	0	0.163499	0.321928	0.731183	0.545968	0.378512	0.097611	0.189034	0	0.485427	0	0.176323	0.176323	0.163499	0.847997	0.097611	0.070389	0.604071	0.687061	0.516015	0	0.263034	1.042644	0.545968	0.367371	0.263034	1	0.443607	0.941106	0.454176	0.594549	0.226509	1.432959	0.378512	0.555816	0.545968	0.321928	0.411426	1.182692	0.137504	0.137504	0.411426	0.565597
ENSG00000205531	5.947199	5.781884	6.633286	5.508746	6.474923	5.411426	6.474274	6.383186	6.332529	6.601548	5.693766	5.843481	6.195348	6.044176	6.164505	5.516961	6.2538	5.90352	6.455163	6.662775	5.447249	6.210428	6.663345	7.009773	5.893605	7.193476	6.776894	6.233044	6.261719	6.998421	6.451211	6.013909	6.569096	6.835419	5.870611	6.974988	6.135453	6.075105	6.216843	6.639087	6.468746	5.842727	6.351204	6.07596	6.905086	6.793506	7.163499	6.330738	6.66249	6.403438	6.19928	6.60733	6.459759	6.027021	6.726014	5.68538	5.778209	5.80426
ENSG00000126215	3.887525	2.459432	3.124328	3.0054	3.082362	2.111031	2.9241	3.171527	3.030336	3.042644	2.500802	2.469886	2.969012	2.456806	3.340562	1.773996	3.333424	2.577731	4.303781	3.602884	2.891419	2.759156	3.404631	2.280956	1.070389	2.386811	2.632268	1.895303	1.937344	3.467279	2.9241	2.419539	2.813525	3.510962	2.776104	3.961623	3.594549	3.28244	3.682573	3.374344	3.119356	3.089159	3.308885	3.334854	3.351911	3.06695	2.733354	3.203201	3.357552	3	3.403268	3.24184	2.996389	3.028569	3.037382	2.596935	2.849999	2.292782
ENSG00000006576	4.44427	3.584963	3.598127	3.444932	4.358959	4.095924	4.676944	3.992768	4.098453	4.4522	3.354734	2.899176	3.870858	3.363171	4.303781	4.320485	4.297191	3.517276	3.98823	4.553361	4.344828	3.869871	4.36807	4.830357	3.337711	3.956057	4.517276	3.794936	3.863938	4.266787	3.714795	3.121015	4.602291	2.976364	3.100978	3.231125	4.20085	4.295723	4.132577	3.482848	3.811471	3.88655	3.547203	4.013462	3.621759	4.800123	3.357552	3.932628	3.447579	3.83996	3.275007	3.807355	3.934517	3.633431	3.267536	3.915521	3.818646	4.090853
ENSG00000181191	2.634593	1.541019	2.927896	2.192194	2.160275	1.655352	2.364572	2.925999	2.513491	3.237258	2.046142	1.636915	2.292782	1.827819	2.592158	1.321928	2.636915	1.769772	2.904966	2.704872	2.226509	1.344828	3.023255	3.148934	1.910733	2.885574	2.788686	1.765535	2.411426	2.737687	2.675816	2.272023	2.235727	2.803227	2.411426	2.99458	3.321928	2.353323	2.786596	2.153805	2.563158	3.443607	2.130931	3.361768	2.735522	2.948601	2.715893	2.229588	2.615887	2.500802	2.472488	2.570463	2.704872	2.275007	2.916477	1.70044	1.618239	1.879706
ENSG00000173442	4.512859	4.742006	6.579391	4.740928	5.884354	4.966707	5.015248	5.38819	5.212958	5.625855	5.069101	5.211012	5.330558	5.391974	4.940167	4.849499	5.562548	4.470537	4.624101	5.182692	4.82985	5.257388	5.454505	3.770829	3.939227	3.683696	4.854494	4.15866	4.539159	5.516961	5.760487	5.259272	6.054414	5.583459	5.488644	5.342697	6.931328	5.485105	6.314878	5.595742	5.876762	6.337176	5.54782	6.49857	5.857981	5.719457	5.930028	5.406333	6.195544	6.172127	5.715344	6.321026	4.911212	5.622638	5.776104	4.228819	4.683696	3.722466
ENSG00000235162	5.695437	3.911692	4.786074	3.215679	5.478648	2.662205	6.06415	5.750339	4.275752	5.57198	4.369466	2.671293	4.743623	4.775051	5.048759	3.864929	4.831371	2.244887	7.476463	6.220136	3.283922	3.042644	6.469723	4.769772	2.996389	3.228049	4.290572	4.615887	3.813525	5.736334	4.218781	3.095924	5.050066	7.041221	3.1127	7.145474	4.525443	3.166715	5.209843	6.634448	5.805034	4.882643	3.260026	5.296824	5.966707	5.916238	5.873075	4.817112	5.755155	5.978424	3.463361	6.131754	5.478972	2.257011	5.397803	5.149341	2.347666	4.823749
ENSG00000184185	0.056584	0.238787	0.411426	1.516015	0.992768	1.550901	0.757023	0.137504	0.238787	0.226509	0.464668	0.722466	0.432959	0.286881	1.014355	2.039138	0.176323	0.111031	2.528571	0.464668	1.510962	0.31034	0.516015	0.176323	0	0.124328	0.189034	0.31034	0.189034	0.298658	0.238787	1.232661	0.790772	0	0.887525	0	1.182692	0.344828	0.807355	0.275007	0.389567	0.536053	0.722466	0.321928	0.831877	0.823749	0.201634	0.555816	1.049631	0.925999	0.632268	0.948601	0.15056	0.464668	0.070389	0.124328	0.056584	0
ENSG00000175643	3.130931	1.475085	1.464668	1.207893	2.100978	0.432959	2.500802	2.198494	1.952334	1.941106	1.316146	1.157044	2.397803	1.469886	2.998196	0.704872	2.077243	0.831877	2.87578	2.533563	0.286881	1.594549	2.956057	3.357552	0.83996	3.129283	2.272023	0.933573	2.280956	2.689299	2.65764	1.226509	2.307429	2.286881	0.773996	2.386811	2.424922	2.257011	2.438293	2	2.176323	2.235727	2.07382	2.666757	1.887525	2.372952	2.389567	1.673556	1.687061	2.49057	1.682573	1.929791	2.397803	1.713696	2.713696	2.070389	0.933573	2.130931
ENSG00000204859	3.430285	2.744161	3.528571	3.187451	3.343408	2.584963	2.596935	3.049631	3.484138	2.908813	2.521051	2.543496	2.972693	2.817623	3.936402	2.160275	2.963474	2.869871	3.272023	2.739848	3.06695	3.32625	3.28244	1.608809	2.084064	1.618239	2.49057	2.518535	1.95977	3.755956	4.034744	3.257011	3.589763	4.201634	3.460743	3.575312	3.872829	3.329124	3.805292	3.41819	2.746313	3.8166	3.166715	3.904966	3.577731	3.580145	3.649615	2.857981	3.389567	3.166715	3.375735	3.234195	2.620586	2.914565	2.715893	4.169123	2.879706	3.675816
ENSG00000205903	2.127633	2.124328	2.01078	2.608809	2.253989	1.718088	2.084064	2.392317	2.114367	2.364572	2.130931	2.298658	2.505891	2.500802	2.833902	1.339137	2.435629	2.100978	1.847997	2.028569	2.198494	2.160275	2.232661	2.392317	1.526069	1.786596	1.996389	2.003602	1.339137	2.771886	2.568032	2.127633	2.580145	2.077243	2.403268	2.169925	3.321928	2.707083	2.879706	2.560715	2.592158	3.258519	2.456806	3.672425	3.538538	3.160275	3.375735	2.238787	2.666757	2.134221	2.518535	2.269033	2.521051	2.709291	2.313246	2.192194	1.933573	2.211012
ENSG00000130255	6.825531	6.910013	6.267161	6.468257	6.090007	5.16551	6.111866	6.247928	5.88996	6.212764	5.229588	6.533719	5.666757	7.085552	6.322289	6.101188	6.299208	6.460251	6.042207	6.895908	6.467116	6.427774	6.850499	5.529821	5.719457	5.047887	5.766065	5.840463	5.590961	7.092651	7.243364	6.687761	6.366847	7.382667	6.415995	7.53442	7.422149	6.911931	7.393176	7.02148	7.057775	6.597233	7.190516	6.459759	7.143332	6.997857	7.27221	6.758623	7.082256	7.168722	6.663202	7.010668	7.072856	6.78999	7.11572	5.732269	6.563006	5.337711
ENSG00000174145	0	0.042644	0.226509	0.201634	0.378512	0.028569	0.097611	0.097611	0.263034	0.286881	0.084064	0.042644	0.163499	0.070389	0.014355	0.124328	0.400538	0.014355	0.111031	0.189034	1.744161	0	0.163499	0.137504	0.028569	0.238787	0.201634	0.014355	0.505891	0.084064	0.014355	0.575312	0.042644	0.298658	0.263034	0.137504	0.084064	0	0.15056	0.565597	0.356144	0.014355	0.070389	0.028569	0.422233	0.111031	0.356144	0.070389	0.584963	0.731183	0.070389	0.555816	0.042644	0.15056	0.250962	0.014355	0.042644	0.042644
ENSG00000122591	4.564988	4.277985	4.166715	3.845992	4.503985	3.983678	4.484138	4.924575	4.41007	5.293885	3.676944	4.003602	4.267536	4.491212	5.071677	3.564378	4.661065	3.755956	5.297925	4.990047	4.401221	3.85997	4.522307	4.978653	5.100557	4.72792	4.726286	5.122259	4.399855	5.000451	5.159064	3.871844	4.679199	5.328406	4.196922	5.150153	4.492494	3.869871	4.197708	5.002703	4.633431	5.233811	4.047887	5.384741	5.913847	5.463688	5.756756	4.592158	5.013462	4.799087	4.108524	4.940167	4.296457	4.648465	4.857981	4.592158	3.695994	4.794416
ENSG00000117410	4.76288	4.161888	4.880196	3.734439	4.819668	2.788686	4.548437	4.765535	4.512859	4.922198	4.173927	3.794936	4.941106	4.195348	4.100137	2.72465	4.739308	4.075533	5.162693	5.243745	4.146492	3.89724	5.155425	4.096768	3.513491	3.634593	4.257011	3.234195	3.674687	5.534186	5.312883	3.751678	4.989139	5.120186	4.185074	5.29609	4.913608	3.771886	5.07767	4.512859	4.680324	5.289834	3.954196	5.157448	4.458776	4.694323	4.660495	4.170726	4.628774	4.734981	4.083213	4.754353	4.203984	4.469886	4.531693	3.697107	3.739848	4.06695
ENSG00000172932	4.942984	3.885574	4.014355	4.358256	4.99458	3.1127	4.584963	4.231893	4.386811	4.61471	4.146492	4.322649	4.55888	4.494416	5.037821	2.869871	5.802193	3.746313	5.23764	3.934517	4.060912	4.632268	4.593354	3.963474	3.510962	3.611172	3.75809	3.93546	3.826803	4.948134	5.532629	4.273516	4.919817	5.273143	4.539779	4.747387	5.805034	4.794416	5.694602	5.094658	4.870365	4.860963	4.782933	4.86839	4.641546	5.089583	5.068671	4.871351	4.569856	4.757023	4.785551	4.592756	4.313971	4.084064	5.135863	4.245648	4.31687	4.111866
ENSG00000152670	0	0	0.344828	0	0	0	0	0	0	0	0	0	0.422233	0	0.286881	0	0	0	0	0	0	0	0	0	0.070389	0	0	0	0	0	0	0	0.056584	0	0	0	0	0	0	0	0	0.298658	0	0	0	0.321928	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000105185	5.177918	4.238787	4.398487	3.314697	4.882643	3.748461	4.712596	5.130931	4.249445	4.857981	3.70044	3.768714	3.852998	4.297925	5.260402	3.97728	5.075105	3.91265	5.320124	5.48446	4.19456	4.207893	5.469886	5.223423	4.684819	4.529196	5.246788	4.536675	4.55888	4.870365	4.19456	3.718088	4.543496	5.282069	3.333424	5.340562	5.428946	4.713146	5.780835	4.297925	5.212958	4.364572	4.64789	4.495695	5.113117	4.996389	4.615299	4.344118	5.131754	5.216067	4.645586	5.383359	5.000451	4.335569	4.799605	5.272397	4.149747	5.05745
ENSG00000151893	4.20085	4.830357	5.22149	4.7703	5.080231	4.156235	4.836429	5.403949	5.366672	5.321567	4.788164	3.948601	5.28762	4.58376	5.096768	3.651913	4.520422	4.612942	5.210623	5.502076	4.077243	4.44824	5.21529	4.527321	5.0268	3.860963	5.626439	5.066089	5.28281	6.200457	6.937462	4.719183	5.578939	5.552746	4.422906	5.346957	5.294253	4.848998	5.086189	4.815063	4.852498	4.406673	4.431623	4.498251	5.473137	5.513175	5.649615	4.752213	5.204376	4.739308	4.313971	4.760753	4.873813	4.946263	5.736064	5.163096	4.901591	5.043519
ENSG00000165259	1.565597	1.831877	1.15056	1.137504	1.480265	1.83996	1.327687	2.301588	1.989139	2.017922	0.659925	0.650765	1.475085	1.464668	1.899176	1.257011	1.411426	1.669027	0.790772	1.87578	2.358959	1.163499	1.62293	1.799087	1.427606	0.925999	1.333424	1.778209	1.117695	1.238787	0.978196	1.636915	2.411426	0.454176	1.925999	0.669027	1.761285	1.687061	1.646163	1.077243	0.613532	1.238787	1.49057	0.695994	0.31034	1.843984	0.713696	1.570463	0.823749	0.722466	1.454176	0.722466	0.695994	2.867896	0.748461	1.85997	1.356144	1.257011
ENSG00000182393	0.925999	0.163499	0.163499	0.321928	0.650765	0	0	0	0.176323	0	0	0.367371	0.201634	0.163499	0.201634	0	0.176323	0.163499	0	1.097611	0	0	0	0	0	0.15056	0.189034	0.189034	0	0	0.137504	0.137504	0.15056	0.941106	0	0.286881	0.495695	0	0.565597	0.263034	0.632268	0	0.454176	0	0	0.201634	0.189034	0	0	0.275007	0	0.137504	0	0	0	0	0.176323	0
ENSG00000169372	2.510962	2.563158	2.662205	2.790772	2.771886	2.641546	2.056584	2.636915	2.451541	2.472488	1.851999	2.405992	2.803227	2.707083	2.596935	2.867896	2.147307	2.871844	1.541019	2.906891	2.558268	2.904966	2.792855	3.360364	2.82171	2.523562	2.247928	2.666757	2.316146	2.298658	2.57289	3.032101	2.807355	2.914565	2.650765	2.893362	3.122673	3.292782	2.799087	3.218781	2.560715	2.87578	3.288359	2.263034	2.31034	2.31904	2.803227	2.611172	2.555816	2.680324	2.746313	2.62293	2.330558	2.927896	2.910733	2.916477	3.089159	2.580145
ENSG00000163576	0.056584	0	0	0	0.604071	0.201634	0.389567	0	0.526069	0	0.084064	0.432959	0.226509	0.176323	0.903038	0.321928	0	0.678072	0.070389	0.070389	0	0.432959	0	0	0	0	0.070389	0.070389	0	0.895303	0.632268	0.389567	0.15056	0.389567	0.286881	0	0	0.464668	0	0	0	0	0.056584	0.056584	0	0.485427	0.422233	0.124328	0	0	0.097611	0	0.056584	0.226509	0	0.201634	0.555816	0.344828
ENSG00000146576	3.221877	2.776104	2.792855	3.454176	3.31034	2.280956	3.155425	2.330558	2.560715	2.446256	2.214125	2.606442	2.707083	3.295723	4.05745	2.38405	2.851999	3.030336	3.214125	2.788686	3.218781	3.047887	3.316146	2.675816	2.392317	2.397803	2.341986	2.733354	1.996389	3.396434	2.920293	2.757023	3.496974	2.488001	3.215679	2.948601	2.596935	3.286881	3.247928	3.207893	3.019702	3.007196	3.061776	3.343408	3.171527	3.272023	3.334854	2.608809	2.62293	2.742006	2.627607	2.731183	2.698218	2.899176	2.094236	3.214125	2.980025	3.279471
ENSG00000104313	1.627607	2.087463	0.042644	2.269033	0.422233	2.389567	0.956057	0.226509	0.214125	0.713696	0.895303	0.948601	2.324811	3.455492	0.124328	1.669027	0.238787	1.922198	0.344828	0.978196	2.189034	3.845992	1.035624	1.659925	0.485427	1.70044	1.321928	3.221877	0.62293	0.895303	0.454176	2.505891	1.731183	0.028569	0.970854	0	0.536053	2.087463	0.378512	0.773996	0.903038	0	1.863938	0.485427	0.275007	0.847997	0.111031	1.432959	0.111031	0	1.608809	0.042644	0.111031	1.090853	0.124328	1.480265	0.687061	1.443607
ENSG00000197893	0	0.042644	0	5.627899	4.677508	7.109465	4.702658	1.618239	0	3.907852	0	4.805292	0	0.028569	0	7.6858	0	2.353323	0	0.464668	0	2.327687	1.137504	0.070389	0	0.014355	0.084064	3.129283	0.443607	1.124328	0	5.354029	6.176921	0	5.774787	0	0	0	0	0.226509	0	0.432959	4.617063	1.207893	0	0	0.084064	1.097611	0.042644	0	4.20085	0	0	0	0	0	0.454176	0
ENSG00000185862	3.656496	5.28762	5.819668	3.122673	6.092334	3.577731	5.209843	5.111866	6.786466	4.794936	3.561937	4.072106	6.448075	4.288359	6.494416	3.313246	5.461398	4.689299	2.983678	5.75007	5.449231	4.023255	5.560715	5.276124	4.038261	3.947666	5.653347	5.317232	4.459432	4.709291	5.074249	4.032982	6.021924	3.288359	4.804776	3.058316	4.092546	4.32625	4.557042	4.453518	4.257011	3.913608	3.631104	2.841973	3.712596	6.114992	4.683135	5.014355	4.497612	4.192194	3.559492	4.218006	4.230357	6.70141	4.129283	4.193772	5.456806	4.22033
ENSG00000171617	3.255501	3.014355	4.405312	1.823749	3.576522	1.400538	3.999098	4.441616	4.086614	4.460743	2.440952	2.189034	3.334854	2.408712	3.738768	2.295723	3.782409	2.885574	3.642702	3.848998	3.467279	2.575312	3.800123	4.575917	3.247928	2.06695	3.713696	2.060047	3.130931	4.078097	3.770829	2.946731	4.914565	3.187451	2.130931	2.950468	3.356144	2.289834	3.982765	2.711495	3.472488	2.944858	3.127633	3.140779	4.96116	4.825786	4.376429	3.235727	4.039138	2.124328	2.715893	3.285402	3.891419	2.811471	2.752749	3.140779	2.673556	3.32337
ENSG00000124216	2.260026	1.879706	2.493135	1.62293	2.361768	1.510962	2.82171	2.560715	2.124328	2.931683	2.140779	0.731183	3.28244	1.432959	2.24184	0.790772	2.488001	2.056584	2.424922	3.224966	3.039138	0.941106	3.130931	2.533563	0.356144	1.195348	1.189034	1.350497	0.992768	3.0268	2.201634	1.292782	3.452859	2.007196	3.207893	2.007196	2.467279	1.459432	2.545968	1	1.372952	2.134221	2.424922	1.863938	1.350497	2.857981	1.250962	1.244887	1.659925	1.042644	1.550901	1.232661	2.954196	3.493135	1.550901	2.526069	1.952334	2.070389
ENSG00000087494	8.367633	2.307429	6.110405	1.422233	4.718636	1.744161	5.239551	8.460538	7.313518	8.424502	4.283922	1.443607	4.586164	1.41684	5.082788	1.280956	7.321838	1.963474	7.592158	8.185222	2.07382	0.9855	7.552362	7.998872	1.411426	7.913907	5.898208	1.361768	6.253422	7.613679	6.354734	2.153805	5.109778	7.32373	2.087463	7.360803	7.760421	1.480265	7.100452	3.399171	6.04505	7.37417	3.077243	6.803873	5.171127	4.49057	3.408712	2.817623	3.707083	3.684819	2.448901	6.435462	8.151473	2.173127	6.601102	3.132577	1.226509	2.353323
