gene	13-IC	13-N	16-M	16-N	1-IC	1-N	1-IF	20-IC	20-M	20-IF	22-IC	22-N	22-IF	23-N	26-M	26-IF	28-M	28-N	2-IC	44-IC	44-M	44-N	44-IF	47-IC	47-N	47-IF	54-IC	54-N	54-IF	56-IC	56-M	56-N	56-IF	58-IC	58-N	58-IF	59-IC	59-N	59-IF	61-IC	61-IF	63-IC	63-N	63-IF	64-IC	64-M-2	64-M	64-N	64-IF	65-IC	65-N	65-IF	69-M	69-N	69-IF	6-IC	6-N	6-IF
ENSG00000146530	0.176323	1.673556	0	0.432959	0.226509	0.15056	0.903038	0	0.111031	0.124328	0	0.400538	0	0.028569	2.111031	0.070389	0	0.250962	1.704872	1.163499	0.201634	0.15056	0.056584	3.207893	0.028569	2.372952	0	0.028569	0	0.028569	0.042644	0.226509	0.475085	0	0	0.042644	0	0.970854	0.124328	0.15056	0.137504	0	1.077243	0.084064	0	0.028569	0	0	0	0.084064	1.189034	0.321928	0.298658	0.378512	0	2.467279	0.773996	1.669027
ENSG00000158485	0	0.250962	1.035624	0.137504	0.765535	0.584963	0.464668	0.163499	0.790772	0	0.097611	0.214125	0.226509	0.333424	1.007196	0	1.599318	0.356144	0.15056	0	0	0.097611	0	0	0	0	0	0.31034	0.189034	0.250962	0.613532	0.070389	0.422233	0.163499	0	0	0.15056	0.111031	0.124328	0.226509	0.137504	0.137504	0.495695	0.422233	0.695994	1.38405	0.650765	0.584963	0.918386	1.443607	0.895303	2.169925	0.263034	0.378512	0.321928	0.111031	0.137504	0
ENSG00000111247	4.789208	2.137504	3.304511	0.9855	3.077243	1.459432	3.916477	3.495695	3.237258	3.450221	2.865919	1.263034	3.364572	1.978196	3.759156	1.137504	3.571677	1.718088	3.870858	4.224966	1.250962	1.827819	3.841973	4.482203	2.15056	4.613532	4.049631	2.179511	3.30305	3.263034	3.085765	1.632268	2.495695	3.379898	0.790772	3.809414	3.934517	2.344828	3.845992	3.047887	3.139142	3.427606	2.295723	3.166715	3.726831	3.746313	2.948601	1.992768	3.272023	3.260026	2.244887	3.077243	3.38405	1.485427	3.513491	3.054848	1.646163	2.550901
ENSG00000213619	4.055716	3.49057	3.451541	3.893362	4.173127	3.887525	3.862947	4.06953	3.838952	3.517276	3.30305	3.729009	3.807355	4.229588	4.53294	4.023255	4.105175	3.599318	3.217231	4.187451	4.227279	3.684819	4.043519	4.009885	3.864929	3.987321	3.651913	3.874797	3.31904	4.129283	3.881665	4.048759	3.944858	4.204767	3.447579	4.274262	4.75649	4.363171	4.256256	3.943921	4.185867	4.301588	4.41007	4.223423	4.146492	4.595742	4.072963	4.144862	4.134221	4.219556	4.165912	4.376429	4.01614	3.923149	4.250204	3.201634	3.705978	3.106013
ENSG00000125798	0	0.411426	0	0	0	0	0	0.879706	0.056584	0	0.042644	0	0	0	0.286881	0	0.214125	0.056584	0.871844	0.378512	0	0	0.056584	0	0	0.097611	0.124328	0	0.333424	0.137504	0.084064	0.042644	0	2.253989	0.042644	2.500802	0	0	0	0	0.042644	0.903038	0.111031	1.176323	0	0	0	0	0.056584	0	0	0	0	0	0.400538	0	0	0.400538
ENSG00000186952	0.15056	0.722466	0.201634	0.731183	0.925999	0.516015	1.169925	0.555816	0.214125	0.084064	0.443607	0.400538	0.485427	0.748461	0.545968	0.378512	1.117695	0.933573	0	1.257011	1.257011	1.056584	0.956057	0.575312	0.594549	0.31034	0.214125	1.049631	0.214125	0.124328	0.443607	0.604071	0.799087	0.526069	0.895303	0.687061	0.367371	0.910733	0.422233	1.056584	0.389567	0.124328	1.589763	1.124328	0.400538	1.007196	1.144046	1.257011	0.495695	0.731183	0.565597	0.516015	0.632268	0.201634	0.084064	0.713696	1.378512	0.963474
ENSG00000170482	0.584963	1.232661	1.163499	1.207893	1.244887	0.485427	0.887525	0.83996	1.560715	0.887525	0.790772	0.389567	1.389567	0.807355	1.389567	0.321928	1.157044	0.739848	0.9855	0.748461	0.731183	0.807355	1	0.823749	0.565597	0.765535	1.157044	0.713696	0.847997	1.056584	0.773996	0.963474	1.049631	0.678072	0.731183	1.189034	0.485427	1.077243	1	1.090853	1.077243	1.15056	1.372952	0.432959	1.090853	0.62293	0.887525	2.361768	0.895303	1.244887	1.028569	0.594549	0.650765	0.565597	1.070389	0.782409	0.411426	0.545968
ENSG00000124243	0.799087	0.62293	1.448901	0.757023	1.117695	0.536053	1.137504	1.090853	1.485427	0.847997	0.757023	0.632268	1.077243	0.871844	2.906891	0.454176	1.31034	0.9855	1.169925	1.584963	1.028569	0.823749	1.62293	1.15056	0.704872	1.510962	1.207893	0.782409	1.15056	1.438293	2.114367	0.910733	1.176323	0.731183	0.918386	1.367371	0.669027	1.536053	1.304511	1.084064	0.790772	0.948601	0.978196	1.286881	0.669027	0.748461	0.831877	1.15056	0.641546	0.773996	0.83996	0.748461	1.077243	0.584963	1.182692	2.587365	1.090853	2.070389
ENSG00000163395	0.62293	0.028569	0.443607	0.070389	1.117695	0.910733	0.111031	0.555816	0.275007	1.157044	0.464668	0.978196	0.263034	0	0.263034	0	1.974529	0.028569	1.526069	0.070389	0.250962	0.226509	0.014355	0.014355	0	0.111031	0.389567	0.31034	2.223423	0.454176	1.028569	0.238787	2.283922	2.956057	0.286881	1.851999	2.266037	0.042644	1.691534	0.871844	2.31904	2.765535	1.028569	2.715893	0.545968	0.250962	0.62293	0.238787	0.464668	0.659925	1.042644	1.367371	0.879706	0.124328	1.803227	0.028569	0.238787	0
ENSG00000105393	4.245648	3.439623	4.151372	3.124328	3.707083	3.350497	4.277241	3.871844	3.846995	3.942045	4.006298	3.195348	3.990955	3.493135	4.072106	3.171527	3.575312	3.087463	5.087887	4.012569	3.560715	3.153805	4.321207	2.946731	2.93546	2.541019	3.552131	2.87578	2.89724	4.474436	4.040892	3.372952	4.226509	4.266037	3.419539	4.093391	4.241077	3.905928	4.405992	4.06264	3.872829	3.894333	3.91265	4.244126	3.951401	4.313246	4.215679	3.261531	3.88655	3.810443	3.139142	4.023255	3.737687	3.267536	3.582556	4.108524	3.294253	3.68818
ENSG00000124208	2.443607	2.596935	4.428946	3.195348	2.99458	1.722466	4.096768	4.189825	4.051372	4.414136	3.056584	2.06695	2.963474	1.843984	2.916477	1.704872	3.953265	1.722466	4.177121	4.423578	2.217231	2.761285	4.247928	3.452859	2.627607	2.790772	3.317594	1.613532	2.942984	3.845992	3.428946	2.553361	3.607626	4.572283	2.046142	4.100978	3.80426	2.140779	4.165912	3.486714	3.62293	4.838952	1.843984	5.046142	2.003602	4.111031	2.247928	2.682573	2.889474	3.354734	3.070389	3.447579	3.423578	2.920293	3.446256	4.488001	3.279471	4.714795
ENSG00000173698	0.823749	2.250962	1.163499	1.084064	0.948601	1.02148	1.405992	1.070389	0.815575	1.049631	0.344828	0.495695	1.014355	0.910733	1.599318	0.871844	1.084064	1.713696	0.526069	0.632268	1.748461	0.863938	0.650765	0.757023	0.669027	0.028569	0.475085	0.887525	0.344828	0.773996	0.799087	0.847997	1.286881	0.15056	0.887525	0.176323	0.389567	1.257011	0.485427	0.594549	0.432959	0.516015	0.815575	0.713696	0.432959	0.925999	0.799087	1.144046	0.389567	0.226509	1.007196	0.367371	0.495695	2.147307	0.201634	2.014355	0.83996	1.773996
ENSG00000225614	1.863938	0.823749	2.908813	0.526069	2.495695	0.443607	2.304511	2.157044	1.646163	3.80426	1.709291	0.31034	1.594549	0.831877	2.427606	0.411426	2.720278	0.516015	1.967169	2.879706	3.486714	0.124328	2.558268	1.713696	0.201634	0.31034	0.948601	0.286881	0.978196	2.946731	2	0.400538	3.544733	1.250962	0.555816	1.124328	2.65764	0.367371	2.31034	1.570463	1.739848	2.094236	0.321928	2.555816	1.438293	2.737687	1.035624	0.584963	1.395063	0.62293	0.464668	1.214125	1.49057	1.475085	0.650765	1.250962	0.356144	0.847997
ENSG00000179583	3.765535	5.519479	5.191405	4.177918	5.602291	3.923149	5.577429	4.817112	5.297191	4.566206	2.575312	4.300856	4.979111	5.101398	6.589614	3.181103	5.557042	4.203984	3.514753	5.840463	5.646739	4.565597	5.871597	3.273516	3.003602	1.250962	4.393004	5.032101	3.8166	5.101398	5.376082	4.303781	6.769772	4.587365	5.448901	4.6094	3.203201	3.973611	4.411426	4.540399	4.497612	3.347666	4.292045	3.857981	5.623808	6.509379	6.079165	5.768714	5.882154	5.397461	4.255501	5.235727	4.763943	3.69488	4.100978	3.524816	4.612352	3.519793
ENSG00000141574	4.05398	4.271276	2.718088	3.195348	5.128458	3.676944	4.083213	3.662205	3.089159	3.365972	3.100978	3.200065	5.346602	4.465974	4.441616	2.104337	2.02148	3.440952	2.025029	5.376429	3.260026	3.454176	5.119356	3.195348	2.157044	1.475085	5.098032	3.399171	4.106013	4.139961	3.243364	2.811471	4.099295	4.893848	4.313246	5.015694	4.431623	3.18428	4.234961	3.647315	4.553361	3.107688	2.83996	2.737687	4.926474	4.27277	5.119356	3.967169	6.039138	5.096768	3.618239	5.73471	3.317594	4.984134	3.574102	3.092546	3.503349	2.948601
